Gene,Non-unique Gene name,Annotation,Number_pos_present_in,Number_neg_present_in,Number_pos_not_present_in,Number_neg_not_present_in,Sensitivity,Specificity,Odds_ratio,Naive_p,Bonferroni_p,Benjamini_H_p,Max_Pairwise_comparisons,Max_supporting_pairs,Max_opposing_pairs,Best_pairwise_comp_p,Worst_pairwise_comp_p
group_340,,"[gene=PPE40] [locus_tag=BQ2027_MB2377C] [db_xref=InterPro:IPR000030,InterPro:IPR002989,InterPro:IPR038332,UniProtKB/TrEMBL:A0A1R3Y0Z4][protein=ppe family protein ppe40] [protein_id=SIU00989.1] [location=complement(2610173..2612017)][gbkey=CDS]",164,0,482,54,25.3869969,100,inf,3.85E-07,0.005040926,5.04E-05,6,6,0,0.03125,0.03125
group_409,,hypothetical protein,44,17,602,37,6.811145511,68.51851852,0.159077585,4.38E-07,0.005745271,5.69E-05,19,11,12,0.359283447,0.647605896
group_4020,,hypothetical protein,255,4,391,50,39.47368421,92.59259259,8.152173913,5.04E-07,0.006602244,6.47E-05,9,5,4,1,1
group_301,,hypothetical protein,359,11,287,43,55.57275542,79.62962963,4.889768768,6.13E-07,0.008036972,7.73E-05,22,11,11,1,1
group_3934,,hypothetical protein,119,27,527,27,18.42105263,50,0.225806452,6.14E-07,0.008050286,7.73E-05,9,4,7,0.1796875,1
group_3752,,hypothetical protein,330,46,316,8,51.08359133,14.81481481,0.181618052,6.28E-07,0.008230715,7.73E-05,9,7,2,0.1796875,0.1796875
group_1849,,hypothetical protein,330,46,316,8,51.08359133,14.81481481,0.181618052,6.28E-07,0.008230715,7.73E-05,9,7,2,0.1796875,0.1796875
group_1402,,hypothetical protein,332,9,314,45,51.39318885,83.33333333,5.286624204,6.31E-07,0.008266935,7.73E-05,13,8,8,0.581054688,0.581054688
group_469,,"[gene=pks7] [locus_tag=BQ2027_MB1689] [db_xref=GOA:A0A1R3XYY8,InterPro:IPR001227,InterPro:IPR006162,InterPro:IPR009081,InterPro:IPR011032,InterPro:IPR013154,InterPro:IPR013968,InterPro:IPR014030,InterPro:IPR014031,InterPro:IPR014043,InterPro:IPR016035,InterPro:IPR016036,InterPro:IPR016039,InterPro:IPR018201,InterPro:IPR020801,InterPro:IPR020806,InterPro:IPR020807,InterPro:IPR020841,InterPro:IPR020843,InterPro:IPR032821,InterPro:IPR036291,InterPro:IPR036736,UniProtKB/TrEMBL:A0A1R3XYY8][protein=Probable polyketide synthase pks7] [protein_id=SIU00292.1] [location=1865099..1871479][gbkey=CDS]",459,53,187,1,71.05263158,1.851851852,0.046312178,6.52E-07,0.008540429,7.84E-05,5,1,4,0.375,0.375
group_4148,,hypothetical protein,187,1,459,53,28.94736842,98.14814815,21.59259259,6.52E-07,0.008540429,7.84E-05,9,8,1,0.0390625,0.0390625
group_2331,,hypothetical protein,5,8,641,46,0.773993808,85.18518519,0.044851794,7.19E-07,0.009421557,8.57E-05,10,4,6,0.75390625,0.75390625
group_282,,hypothetical protein,113,26,533,28,17.49226006,51.85185185,0.228315774,9.17E-07,0.012024521,0.000108329,24,14,11,0.541256189,0.838819742
group_4800,,hypothetical protein,184,1,462,53,28.48297214,98.14814815,21.10822511,1.16E-06,0.015174803,0.000134274,5,4,1,0.375,0.375
group_3297,,hypothetical protein,185,1,461,53,28.6377709,98.14814815,21.26898048,1.17E-06,0.015307276,0.000134274,5,4,1,0.375,0.375
group_4798,,hypothetical protein,185,1,461,53,28.6377709,98.14814815,21.26898048,1.17E-06,0.015307276,0.000134274,5,4,1,0.375,0.375
group_4797,,hypothetical protein,182,1,464,53,28.17337461,98.14814815,20.7887931,1.19E-06,0.015536511,0.0001351,5,4,1,0.375,0.375
group_2310,,"[gene=fadD19] [locus_tag=BQ2027_MB3544C] [db_xref=GOA:Q7TWB7,InterPro:IPR000873,InterPro:IPR020845,InterPro:IPR025110,UniProtKB/Swiss-Prot:Q7TWB7][protein=fatty-acid-coa ligase fadd19 (fatty-acid-coa synthetase)(fatty-acid-coa synthase)] [protein_id=SIU02171.1] [location=complement(3898453..3900099)][gbkey=CDS]",312,8,334,46,48.29721362,85.18518519,5.371257485,1.27E-06,0.016607008,0.000141174,9,2,7,0.1796875,0.1796875
group_4796,,hypothetical protein,180,1,466,53,27.86377709,98.14814815,20.472103,1.28E-06,0.016714989,0.000141174,5,4,1,0.375,0.375
group_2065,,hypothetical protein,154,0,492,54,23.83900929,100,inf,1.28E-06,0.016749529,0.000141174,7,7,0,0.015625,0.015625
group_598,,"[gene=PE_PGRS15] [locus_tag=BQ2027_MB0896C] [db_xref=InterPro:IPR000084,UniProtKB/TrEMBL:A0A1R3XWQ7][protein=pe-pgrs family protein pe_pgrs15] [protein_id=SIT99494.1][location=complement(968884..970710)][gbkey=CDS]",421,51,225,3,65.17027864,5.555555556,0.110065359,1.29E-06,0.016940877,0.000141174,5,2,3,1,1
group_1047,,hypothetical protein,225,3,421,51,34.82972136,94.44444444,9.085510689,1.29E-06,0.016940877,0.000141174,7,4,3,1,1
group_649,,hypothetical protein,339,46,307,8,52.47678019,14.81481481,0.192040787,1.45E-06,0.019042955,0.00015738,27,7,20,0.01915729,0.01915729
group_50,,hypothetical protein,37,15,609,39,5.72755418,72.22222222,0.157963875,1.56E-06,0.020489716,0.000167948,32,19,14,0.377085587,0.596614896
group_343,,"[gene=PE_PGRS58] [locus_tag=BQ2027_MB3621C] [db_xref=InterPro:IPR000084,UniProtKB/TrEMBL:A0A1R3Y4P4][protein=pe-pgrs family protein pe_pgrs58] [protein_id=SIU02248.1][location=complement(3979031..3980785)][gbkey=CDS]",132,28,514,26,20.43343653,48.14814815,0.238465814,1.58E-06,0.020758796,0.000168771,7,5,4,0.453125,1
group_2049,,"[gene=gyrA] [locus_tag=BQ2027_MB0006] [db_xref=GOA:A0A1R3XU07,InterPro:IPR002205,InterPro:IPR005743,InterPro:IPR006691,InterPro:IPR013757,InterPro:IPR013758,InterPro:IPR013760,InterPro:IPR035516,UniProtKB/TrEMBL:A0A1R3XU07][protein=DNA GYRASE (SUBUNIT A) GYRA (DNA TOPOISOMERASE(ATP-HYDROLYSING)) (DNA TOPOISOMERASE II) (TYPE II DNA TOPOISOMERASE)] [protein_id=SIT98345.1] [location=7302..9818][gbkey=CDS]",361,12,285,42,55.88235294,77.77777778,4.433333333,1.61E-06,0.021140709,0.00017049,35,27,12,0.001878225,0.089531079
group_2050,,"[gene=gyrA] [locus_tag=BQ2027_MB0006] [db_xref=GOA:A0A1R3XU07,InterPro:IPR002205,InterPro:IPR005743,InterPro:IPR006691,InterPro:IPR013757,InterPro:IPR013758,InterPro:IPR013760,InterPro:IPR035516,UniProtKB/TrEMBL:A0A1R3XU07][protein=DNA GYRASE (SUBUNIT A) GYRA (DNA TOPOISOMERASE(ATP-HYDROLYSING)) (DNA TOPOISOMERASE II) (TYPE II DNA TOPOISOMERASE)] [protein_id=SIT98345.1] [location=7302..9818][gbkey=CDS]",286,42,360,12,44.27244582,22.22222222,0.226984127,1.73E-06,0.022628308,0.000181026,35,12,27,0.001878225,0.089531079
group_3220,,hypothetical protein,118,26,528,28,18.26625387,51.85185185,0.240675991,1.98E-06,0.025941814,0.000203581,37,19,19,1,1
group_509,,"[gene=ppsA] [locus_tag=BQ2027_MB2956] [db_xref=GOA:Q7TXM0,InterPro:IPR006162,InterPro:IPR009081,InterPro:IPR013968,InterPro:IPR014030,InterPro:IPR014031,InterPro:IPR014043,InterPro:IPR016035,InterPro:IPR016036,InterPro:IPR016039,InterPro:IPR018201,InterPro:IPR020801,InterPro:IPR020806,InterPro:IPR020807,InterPro:IPR020841,InterPro:IPR032821,InterPro:IPR036291,InterPro:IPR036736,UniProtKB/Swiss-Prot:Q7TXM0][protein=PHENOLPTHIOCEROL SYNTHESIS TYPE-I POLYKETIDE SYNTHASE PPSA] [protein_id=SIU01577.1] [location=3206430..3212060][gbkey=CDS]",406,50,240,4,62.84829721,7.407407407,0.135333333,2.00E-06,0.026261972,0.000203581,7,2,5,0.453125,0.453125
group_4443,,hypothetical protein,240,4,406,50,37.15170279,92.59259259,7.389162562,2.00E-06,0.026261972,0.000203581,7,5,2,0.453125,0.453125
group_4444,,hypothetical protein,240,4,406,50,37.15170279,92.59259259,7.389162562,2.00E-06,0.026261972,0.000203581,7,5,2,0.453125,0.453125
group_3944,,hypothetical protein,152,30,494,24,23.52941176,44.44444444,0.246153846,2.31E-06,0.030230176,0.00023254,37,18,22,0.3240086,1
group_255,,"[gene=PPE56a] [locus_tag=BQ2027_MB3385C] [db_xref=InterPro:IPR000030,InterPro:IPR002989,InterPro:IPR038332,UniProtKB/TrEMBL:A0A1R3Y3Y6][protein=PPE FAMILY PROTEIN [FIRST PART]] [protein_id=SIU02014.1] [location=complement(3723737..3725041)][gbkey=CDS]",288,7,358,47,44.58204334,87.03703704,5.401436552,2.39E-06,0.03136399,0.00023942,7,3,4,1,1
group_473,,"[gene=pks7] [locus_tag=BQ2027_MB1689] [db_xref=GOA:A0A1R3XYY8,InterPro:IPR001227,InterPro:IPR006162,InterPro:IPR009081,InterPro:IPR011032,InterPro:IPR013154,InterPro:IPR013968,InterPro:IPR014030,InterPro:IPR014031,InterPro:IPR014043,InterPro:IPR016035,InterPro:IPR016036,InterPro:IPR016039,InterPro:IPR018201,InterPro:IPR020801,InterPro:IPR020806,InterPro:IPR020807,InterPro:IPR020841,InterPro:IPR020843,InterPro:IPR032821,InterPro:IPR036291,InterPro:IPR036736,UniProtKB/TrEMBL:A0A1R3XYY8][protein=Probable polyketide synthase pks7] [protein_id=SIU00292.1] [location=1865099..1871479][gbkey=CDS]",146,0,500,54,22.6006192,100,inf,2.46E-06,0.032224754,0.000244127,5,5,0,0.0625,0.0625
group_961,,hypothetical protein,595,37,51,17,92.10526316,31.48148148,5.36036036,2.49E-06,0.032577922,0.000244947,36,16,23,0.132498164,0.617719317
group_3272,,hypothetical protein,217,3,429,51,33.59133127,94.44444444,8.599067599,2.60E-06,0.034125995,0.000254403,4,2,2,1,1
group_240,,hypothetical protein,197,2,449,52,30.49535604,96.2962963,11.40757238,2.62E-06,0.034344398,0.000254403,10,8,2,0.109375,0.109375
group_3995,,hypothetical protein,480,23,166,31,74.30340557,57.40740741,3.897328444,2.65E-06,0.034798837,0.000255874,11,6,7,0.548828125,1
group_965,,hypothetical protein,45,16,601,38,6.965944272,70.37037037,0.177828619,2.67E-06,0.035058887,0.000255904,34,23,15,0.057612673,0.607591361
group_3729,,hypothetical protein,138,28,508,26,21.3622291,48.14814815,0.252249719,2.91E-06,0.038208228,0.000269072,5,3,4,0.375,1
group_3877,,hypothetical protein,138,28,508,26,21.3622291,48.14814815,0.252249719,2.91E-06,0.038208228,0.000269072,5,3,4,0.375,1
group_1774,,"[gene=fadE21] [locus_tag=BQ2027_MB2812C] [db_xref=GOA:A0A1R3Y270,InterPro:IPR006089,InterPro:IPR006091,InterPro:IPR009075,InterPro:IPR009100,InterPro:IPR013786,InterPro:IPR036250,InterPro:IPR037069,UniProtKB/TrEMBL:A0A1R3Y270][protein=PROBABLE ACYL-CoA DEHYDROGENASE FADE21] [protein_id=SIU01430.1] [location=complement(3058667..3059899)][gbkey=CDS]",138,28,508,26,21.3622291,48.14814815,0.252249719,2.91E-06,0.038208228,0.000269072,5,3,4,0.375,1
group_3038,,hypothetical protein,138,28,508,26,21.3622291,48.14814815,0.252249719,2.91E-06,0.038208228,0.000269072,5,3,4,0.375,1
group_3948,,hypothetical protein,508,26,138,28,78.6377709,51.85185185,3.96432553,2.91E-06,0.038208228,0.000269072,5,4,3,0.375,1
group_3972,,"[gene=rpmB2] [locus_tag=BQ2027_MB2084C] [db_xref=GOA:P66149,InterPro:IPR001383,InterPro:IPR026569,InterPro:IPR034704,InterPro:IPR037147,UniProtKB/Swiss-Prot:P66149][protein=50s ribosomal protein l28 rpmb2][protein_id=SIU00691.1] [location=complement(2303149..2303385)][gbkey=CDS]",252,5,394,49,39.00928793,90.74074074,6.268020305,3.06E-06,0.040110051,0.00028049,20,15,5,0.041389465,0.041389465
group_728,,"[gene=PPE46] [locus_tag=BQ2027_MB3043C] [db_xref=GOA:A0A1R3Y315,InterPro:IPR000030,InterPro:IPR038332,UniProtKB/TrEMBL:A0A1R3Y315][protein=ppe family protein ppe46] [protein_id=SIU01667.1] [location=complement(3337966..3339279)][gbkey=CDS]",290,42,356,12,44.89164087,22.22222222,0.232744783,3.15E-06,0.041343659,0.000287109,26,9,18,0.075518698,0.168637544
group_3984,,hypothetical protein,507,26,139,28,78.48297214,51.85185185,3.928057554,3.28E-06,0.043052071,0.000296911,5,4,3,0.375,1
group_1507,,hypothetical protein,140,28,506,26,21.67182663,48.14814815,0.256916996,3.71E-06,0.048619079,0.000330742,6,4,4,0.6875,0.6875
group_1332,,hypothetical protein,140,28,506,26,21.67182663,48.14814815,0.256916996,3.71E-06,0.048619079,0.000330742,5,3,4,0.375,1
group_3682,,hypothetical protein,413,50,233,4,63.93188854,7.407407407,0.141802575,3.87E-06,0.050705765,0.000342607,10,4,6,0.75390625,0.75390625
group_4149,,hypothetical protein,173,1,473,53,26.78018576,98.14814815,19.38477801,3.99E-06,0.052238163,0.000346321,9,8,1,0.0390625,0.0390625
group_3296,,hypothetical protein,232,4,414,50,35.91331269,92.59259259,7.004830918,3.99E-06,0.052294429,0.000346321,4,1,3,0.625,0.625
group_182,,"[gene=PE_PGRS27] [locus_tag=BQ2027_MB1485C] [db_xref=InterPro:IPR000084,UniProtKB/TrEMBL:A0A1R3XYE8][protein=pe-pgrs family protein pe_pgrs27] [protein_id=SIU00088.1][location=complement(1631394..1635620)][gbkey=CDS]",414,50,232,4,64.08668731,7.407407407,0.142758621,3.99E-06,0.052294429,0.000346321,9,3,6,0.5078125,0.5078125
group_980,,hypothetical protein,446,20,200,34,69.04024768,62.96296296,3.791,4.05E-06,0.053112962,0.000349427,37,23,19,0.187741559,1
group_80,,[gene=PE_PGRS50b] [locus_tag=BQ2027_MB3376C] [db_xref=UniProtKB/TrEMBL:A0A1R3Y5N3] [protein=pe-pgrs family protein pe_pgrs49] [protein_id=SIU02005.1][location=complement(3695092..3699105)] [gbkey=CDS],504,54,142,0,78.01857585,0,0,4.24E-06,0.055532301,0.000362956,9,0,9,0.00390625,0.00390625
group_964,,hypothetical protein,599,38,47,16,92.7244582,29.62962963,5.366181411,4.31E-06,0.056545374,0.000367178,34,15,23,0.057612673,0.607591361
group_597,,"[gene=PE_PGRS15] [locus_tag=BQ2027_MB0896C] [db_xref=InterPro:IPR000084,UniProtKB/TrEMBL:A0A1R3XWQ7][protein=pe-pgrs family protein pe_pgrs15] [protein_id=SIT99494.1][location=complement(968884..970710)][gbkey=CDS]",213,3,433,51,32.97213622,94.44444444,8.362586605,4.54E-06,0.05952088,0.000384006,5,2,3,1,1
group_4248,,hypothetical protein,211,3,435,51,32.6625387,94.44444444,8.245977011,4.80E-06,0.062925924,0.000403371,4,2,2,1,1
group_4047,,"[gene=PPE16] [locus_tag=BQ2027_MB1166C] [db_xref=InterPro:IPR000030,InterPro:IPR002989,InterPro:IPR038332,UniProtKB/TrEMBL:A0A1R3XXG8][protein=ppe family protein ppe16] [protein_id=SIT99766.1] [location=complement(1263671..1265527)][gbkey=CDS]",30,13,616,41,4.643962848,75.92592593,0.153596404,5.13E-06,0.06724786,0.00042833,17,10,9,0.629058838,1
group_1647,,hypothetical protein,591,37,55,17,91.48606811,31.48148148,4.937100737,5.99E-06,0.078528683,0.000497017,37,15,25,0.047031027,0.3240086
group_998,,"[gene=hisG] [locus_tag=BQ2027_MB2145C] [db_xref=GOA:P60760,InterPro:IPR001348,InterPro:IPR011322,InterPro:IPR013115,InterPro:IPR013820,InterPro:IPR015867,InterPro:IPR018198,InterPro:IPR020621,UniProtKB/Swiss-Prot:P60760][protein=atp phosphoribosyltransferase hisg][protein_id=SIU00752.1] [location=complement(2364642..2365496)][gbkey=CDS]",350,12,296,42,54.17956656,77.77777778,4.138513514,6.49E-06,0.08512927,0.000535404,32,24,10,0.007000367,0.05010246
group_997,,"[gene=hisG] [locus_tag=BQ2027_MB2145C] [db_xref=GOA:P60760,InterPro:IPR001348,InterPro:IPR011322,InterPro:IPR013115,InterPro:IPR013820,InterPro:IPR015867,InterPro:IPR018198,InterPro:IPR020621,UniProtKB/Swiss-Prot:P60760][protein=atp phosphoribosyltransferase hisg][protein_id=SIU00752.1] [location=complement(2364642..2365496)][gbkey=CDS]",297,42,349,12,45.9752322,22.22222222,0.243143676,6.69E-06,0.087665946,0.000547912,32,10,24,0.007000367,0.05010246
group_214,,hypothetical protein,144,28,502,26,22.29102167,48.14814815,0.266363119,8.44E-06,0.11068123,0.000687461,7,5,4,0.453125,1
group_3172,,hypothetical protein,278,7,368,47,43.03405573,87.03703704,5.072204969,8.77E-06,0.115007139,0.000709921,10,5,5,1,1
group_291,,hypothetical protein,242,5,404,49,37.46130031,90.74074074,5.87029703,1.01E-05,0.131776786,0.000808447,11,6,5,1,1
group_1218,,"[gene=pks8] [locus_tag=BQ2027_MB1690] [db_xref=GOA:A0A1R3Y136,InterPro:IPR001227,InterPro:IPR002364,InterPro:IPR011032,InterPro:IPR013149,InterPro:IPR013154,InterPro:IPR014030,InterPro:IPR014031,InterPro:IPR014043,InterPro:IPR015083,InterPro:IPR016035,InterPro:IPR016036,InterPro:IPR016039,InterPro:IPR018201,InterPro:IPR020801,InterPro:IPR020807,InterPro:IPR020841,InterPro:IPR020843,InterPro:IPR032821,InterPro:IPR036291,UniProtKB/TrEMBL:A0A1R3Y136][protein=Probable polyketide synthase pks8] [protein_id=SIU00293.1][location=1871499..1876307] [gbkey=CDS]",159,1,487,53,24.6130031,98.14814815,17.30390144,1.28E-05,0.16792444,0.001017724,5,4,1,0.375,0.375
group_1217,,"[gene=pks8] [locus_tag=BQ2027_MB1690] [db_xref=GOA:A0A1R3Y136,InterPro:IPR001227,InterPro:IPR002364,InterPro:IPR011032,InterPro:IPR013149,InterPro:IPR013154,InterPro:IPR014030,InterPro:IPR014031,InterPro:IPR014043,InterPro:IPR015083,InterPro:IPR016035,InterPro:IPR016036,InterPro:IPR016039,InterPro:IPR018201,InterPro:IPR020801,InterPro:IPR020807,InterPro:IPR020841,InterPro:IPR020843,InterPro:IPR032821,InterPro:IPR036291,UniProtKB/TrEMBL:A0A1R3Y136][protein=Probable polyketide synthase pks8] [protein_id=SIU00293.1][location=1871499..1876307] [gbkey=CDS]",487,53,159,1,75.3869969,1.851851852,0.057790436,1.28E-05,0.16792444,0.001017724,5,1,4,0.375,0.375
group_4022,,"[gene=PE_PGRS43a] [locus_tag=BQ2027_MB2518C] [db_xref=InterPro:IPR000084,UniProtKB/TrEMBL:A0A1R3Y1B4][protein=PE-PGRS FAMILY PROTEIN [FIRST PART]][protein_id=SIU01134.1] [location=complement(2775915..2777444)][gbkey=CDS]",342,12,304,42,52.94117647,77.77777778,3.9375,1.37E-05,0.179688428,0.00108246,32,24,10,0.007000367,0.05010246
group_4795,,hypothetical protein,129,0,517,54,19.96904025,100,inf,1.39E-05,0.181834063,0.001088827,5,5,0,0.0625,0.0625
group_3706,,hypothetical protein,181,2,465,52,28.01857585,96.2962963,10.12043011,1.52E-05,0.198810161,0.001183394,10,9,2,0.021484375,0.109375
group_420,,hypothetical protein,467,52,179,2,72.29102167,3.703703704,0.10034379,1.56E-05,0.204434341,0.001209671,5,2,3,1,1
group_11088,,"[locus_tag=BQ2027_MB1181] [db_xref=GOA:A0A1R3XX79,InterPro:IPR002559,UniProtKB/TrEMBL:A0A1R3XX79][protein=POSSIBLE TRANSPOSASE (FRAGMENT)] [partial=3'][protein_id=SIT99781.1] [location=1279738..>1280217][gbkey=CDS]",234,36,412,18,36.22291022,33.33333333,0.283980583,1.65E-05,0.216596906,0.001274099,25,14,13,0.690037966,1
group_990,,hypothetical protein,14,9,632,45,2.167182663,83.33333333,0.110759494,1.76E-05,0.230717531,0.001349225,15,8,7,1,1
PE_PGRS5,,PE-PGRS family protein PE_PGRS5,431,50,215,4,66.71826625,7.407407407,0.160372093,2.34E-05,0.306924955,0.001784447,6,3,3,1,1
group_927,,hypothetical protein,124,0,522,54,19.19504644,100,inf,2.38E-05,0.312127381,0.001804205,7,7,0,0.015625,0.015625
group_1574,,hypothetical protein,395,48,251,6,61.14551084,11.11111111,0.196713147,2.44E-05,0.319312232,0.001835128,6,5,1,0.21875,0.21875
group_1678,,hypothetical protein,212,4,434,50,32.81733746,92.59259259,6.105990783,2.53E-05,0.332212836,0.001898359,9,6,3,0.5078125,0.5078125
group_721,,"[gene=PPE46] [locus_tag=BQ2027_MB3043C] [db_xref=GOA:A0A1R3Y315,InterPro:IPR000030,InterPro:IPR038332,UniProtKB/TrEMBL:A0A1R3Y315][protein=ppe family protein ppe46] [protein_id=SIU01667.1] [location=complement(3337966..3339279)][gbkey=CDS]",324,11,322,43,50.15479876,79.62962963,3.933370977,2.58E-05,0.337880061,0.001919773,27,18,10,0.122078121,0.247788563
group_879,,hypothetical protein,308,42,338,12,47.67801858,22.22222222,0.26035503,2.62E-05,0.343213793,0.001939061,32,10,24,0.007000367,0.05010246
group_1000,,hypothetical protein,451,51,195,3,69.81424149,5.555555556,0.136048265,2.67E-05,0.349780028,0.001965056,9,3,6,0.5078125,0.5078125
group_1646,,hypothetical protein,63,17,583,37,9.752321981,68.51851852,0.23519322,2.85E-05,0.374086727,0.002085324,38,25,15,0.072951389,0.25587508
group_2069,,hypothetical protein,454,51,192,3,70.27863777,5.555555556,0.139093137,2.86E-05,0.375358377,0.002085324,7,3,4,1,1
nadB,,"[gene=PE_PGRS19] [locus_tag=BQ2027_MB1096C] [db_xref=InterPro:IPR000084,UniProtKB/TrEMBL:A0A1R3XXL9][protein=pe-pgrs family protein pe_pgrs19] [protein_id=SIT99695.1][location=complement(1188897..1190912)][gbkey=CDS]",384,47,262,7,59.44272446,12.96296296,0.218288127,3.10E-05,0.406965951,0.002248431,13,7,6,1,1
group_342,,"[gene=PE_PGRS58] [locus_tag=BQ2027_MB3621C] [db_xref=InterPro:IPR000084,UniProtKB/TrEMBL:A0A1R3Y4P4][protein=pe-pgrs family protein pe_pgrs58] [protein_id=SIU02248.1][location=complement(3979031..3980785)][gbkey=CDS]",491,26,155,28,76.00619195,51.85185185,3.411414392,3.20E-05,0.419206269,0.002303331,9,5,6,0.5078125,1
group_1677,,hypothetical protein,231,5,415,49,35.75851393,90.74074074,5.454939759,3.31E-05,0.433698653,0.002369938,10,5,5,1,1
group_3931,,hypothetical protein,147,1,499,53,22.75541796,98.14814815,15.61322645,3.95E-05,0.517790419,0.002814078,9,8,1,0.0390625,0.0390625
group_828,,hypothetical protein,383,16,263,38,59.2879257,70.37037037,3.45865019,4.19E-05,0.548726288,0.002966088,12,12,4,0.000488281,0.387695313
group_145,,"[gene=PE_PGRS28] [locus_tag=BQ2027_MB1487C] [db_xref=InterPro:IPR000084,UniProtKB/TrEMBL:A0A1R3XYE4][protein=pe-pgrs family protein pe_pgrs28] [protein_id=SIU00090.1][location=complement(1636997..1639384)][gbkey=CDS]",167,2,479,52,25.85139319,96.2962963,9.064718163,4.80E-05,0.629218602,0.003382896,10,9,2,0.021484375,0.109375
group_1674,,hypothetical protein,148,27,498,27,22.91021672,50,0.297188755,5.03E-05,0.659580182,0.003527167,38,22,19,0.417692191,1
group_3977,,[locus_tag=BQ2027_MB2448C] [db_xref=UniProtKB/TrEMBL:A0A1R3Y137] [protein=PROBABLE TRANSPOSASE[FIRST PART]] [protein_id=SIU01063.1] [location=complement(2694078..2694371)][gbkey=CDS],131,25,515,29,20.27863777,53.7037037,0.295067961,5.08E-05,0.665732282,0.003541129,39,21,21,0.749258625,0.749258625
group_430,,"[gene=PE_PGRS26] [locus_tag=BQ2027_MB1476C] [db_xref=InterPro:IPR000084,UniProtKB/TrEMBL:A0A1R3XYC1][protein=pe-pgrs family protein pe_pgrs26] [protein_id=SIU00079.1][location=complement(1618946..1620421)][gbkey=CDS]",564,35,82,19,87.30650155,35.18518519,3.733797909,5.38E-05,0.704948517,0.003729886,26,14,15,0.557197094,0.845018983
group_2064,,hypothetical protein,325,12,321,42,50.30959752,77.77777778,3.543613707,5.77E-05,0.75569722,0.003977354,33,22,12,0.080143312,0.162755657
group_497,,"[gene=ppsB] [locus_tag=BQ2027_MB2957] [db_xref=GOA:Q7TXL9,InterPro:IPR009081,InterPro:IPR013968,InterPro:IPR014030,InterPro:IPR014031,InterPro:IPR014043,InterPro:IPR016035,InterPro:IPR016036,InterPro:IPR016039,InterPro:IPR018201,InterPro:IPR020801,InterPro:IPR020806,InterPro:IPR020841,InterPro:IPR032821,InterPro:IPR036291,InterPro:IPR036736,UniProtKB/Swiss-Prot:Q7TXL9][protein=PHENOLPTHIOCEROL SYNTHESIS TYPE-I POLYKETIDE SYNTHASE PPSB] [protein_id=SIU01578.1][location=3212057..3216673] [gbkey=CDS]",204,4,442,50,31.57894737,92.59259259,5.769230769,7.18E-05,0.940506067,0.004918593,9,5,4,1,1
group_1592,,"[gene=alkAb] [locus_tag=BQ2027_MB1350C] [db_xref=GOA:A0A1R3Y043,InterPro:IPR003265,InterPro:IPR009057,InterPro:IPR010316,InterPro:IPR011257,InterPro:IPR018060,InterPro:IPR018062,InterPro:IPR023170,InterPro:IPR037046,UniProtKB/TrEMBL:A0A1R3Y043][protein=PUTATIVE ADA REGULATORY PROTEIN ALKAb [SECOND PART] (Regulatory protein of adaptative response) : Methylated-DNA--protein-cysteine methyltransferase(O-6-methylguanine-DNA alkyltransferase)] [protein_id=SIT99953.1][location=complement(1480072..1481322)][gbkey=CDS]",47,14,599,40,7.275541796,74.07407407,0.224183162,7.20E-05,0.944369927,0.004918593,31,23,11,0.010673841,0.149612784
group_246,,"[gene=PPE56a] [locus_tag=BQ2027_MB3385C] [db_xref=InterPro:IPR000030,InterPro:IPR002989,InterPro:IPR038332,UniProtKB/TrEMBL:A0A1R3Y3Y6][protein=PPE FAMILY PROTEIN [FIRST PART]] [protein_id=SIU02014.1] [location=complement(3723737..3725041)][gbkey=CDS]",161,2,485,52,24.92260062,96.2962963,8.630927835,8.27E-05,1,0.005615523,6,4,2,0.6875,0.6875
group_507,,"[gene=ppsB] [locus_tag=BQ2027_MB2957] [db_xref=GOA:Q7TXL9,InterPro:IPR009081,InterPro:IPR013968,InterPro:IPR014030,InterPro:IPR014031,InterPro:IPR014043,InterPro:IPR016035,InterPro:IPR016036,InterPro:IPR016039,InterPro:IPR018201,InterPro:IPR020801,InterPro:IPR020806,InterPro:IPR020841,InterPro:IPR032821,InterPro:IPR036291,InterPro:IPR036736,UniProtKB/Swiss-Prot:Q7TXL9][protein=PHENOLPTHIOCEROL SYNTHESIS TYPE-I POLYKETIDE SYNTHASE PPSB] [protein_id=SIU01578.1][location=3212057..3216673] [gbkey=CDS]",350,44,296,10,54.17956656,18.51851852,0.268734644,8.49E-05,1,0.00571279,33,7,27,0.000324063,0.001318727
group_808,,hypothetical protein,160,2,486,52,24.76780186,96.2962963,8.559670782,8.50E-05,1,0.00571279,7,5,2,0.453125,0.453125
group_2040,,hypothetical protein,483,26,163,28,74.76780186,51.85185185,3.191127891,8.78E-05,1,0.005872862,7,4,5,0.453125,1
group_376,,hypothetical protein,164,28,482,26,25.3869969,48.14814815,0.315945465,9.17E-05,1,0.006071669,6,4,4,0.6875,0.6875
group_2041,,hypothetical protein,164,28,482,26,25.3869969,48.14814815,0.315945465,9.17E-05,1,0.006071669,7,5,4,0.453125,1
group_3203,,hypothetical protein,597,40,49,14,92.41486068,25.92592593,4.264285714,0.000106342,1,0.007004656,38,12,26,0.03355244,0.03355244
