Assembly,# contigs (>= 0 bp),# contigs (>= 1000 bp),# contigs (>= 5000 bp),# contigs (>= 10000 bp),# contigs (>= 25000 bp),# contigs (>= 50000 bp),Total length (>= 0 bp),Total length (>= 1000 bp),Total length (>= 5000 bp),Total length (>= 10000 bp),Total length (>= 25000 bp),Total length (>= 50000 bp),# contigs,Largest contig,Total length,Reference length,GC (%),Reference GC (%),N50,NG50,N75,NG75,L50,LG50,L75,LG75,# misassemblies,# misassembled contigs,Misassembled contigs length,# local misassemblies,# scaffold gap ext. mis.,# scaffold gap loc. mis.,# unaligned mis. contigs,# unaligned contigs,Unaligned length,Genome fraction (%),Duplication ratio,# N's per 100 kbp,# mismatches per 100 kbp,# indels per 100 kbp,Largest alignment,Total aligned length,NA50,NGA50,NA75,NGA75,LA50,LGA50,LA75,LGA75
SRX2527080.scaffold,90,56,36,34,29,24,4317372,4303654,4257890,4243560,4148138,3925199,67,323628,4311220,4349904,65.6,65.63,205049,205049,126801,126801,9,9,15,15,4,3,518755,7,0,0,0,4 + 1 part,4486,98.938,1.001,0,13.99,2.79,322658,4304400,205049,205049,102064,102064,9,9,16,16
SRX2527081.scaffold,197,57,36,35,33,28,4328319,4294558,4255044,4246378,4210252,4039060,69,293155,4303214,4349904,65.61,65.63,185699,185699,106181,106181,10,10,17,17,3,2,485877,7,0,1,0,0 + 0 part,0,98.897,1,51.61,13.48,3.49,281663,4301692,184314,184314,98740,85614,10,10,18,19
SRX2527082.scaffold,108,67,45,42,34,27,4301874,4282063,4237110,4216286,4071879,3772575,86,322440,4296677,4349904,65.57,65.63,162077,157551,75698,75698,10,11,19,19,8,6,389070,12,0,0,0,1 + 1 part,1679,98.681,1.001,4.63,13.56,2.59,322179,4293565,142953,142953,72948,70964,11,11,20,21
SRX2527083.scaffold,94,55,36,34,29,25,4321293,4303454,4265001,4249819,4156892,3999406,69,505754,4314208,4349904,65.6,65.63,193041,193041,126798,123336,8,8,15,16,4,3,328479,8,0,1,0,0 + 0 part,0,99.088,1.001,2.29,15.08,2.62,505754,4312540,182203,182203,123336,123336,8,8,16,16
SRX2527084.scaffold,103,62,42,41,33,26,4314484,4296667,4260336,4253433,4117185,3840298,78,371246,4308060,4349904,65.59,65.63,162374,162374,98884,82073,10,10,17,18,3,2,219103,14,0,0,0,1 + 0 part,570,98.958,1.001,0,14.64,2.74,371246,4306361,157573,157573,82073,76326,10,10,18,19
SRX2527085.scaffold,154,58,40,39,35,29,4316014,4293217,4259718,4254415,4183153,3961830,70,393320,4302242,4349904,65.61,65.63,172801,167096,85782,82162,9,10,18,19,3,2,310104,10,0,3,0,0 + 2 part,2899,98.796,1,56.51,12.96,3.28,393221,4298051,145035,145035,74993,74993,10,10,20,20
SRX2527086.scaffold,156,59,42,41,36,28,4322277,4296385,4261538,4256235,4169894,3859682,77,392404,4309462,4349904,65.61,65.63,172802,172802,82180,82180,10,10,19,19,2,2,268414,6,0,1,0,0 + 0 part,0,100,0.991,49.45,4.74,2.07,392404,4308641,172802,172802,74996,74996,10,10,20,20
SRX2527087.scaffold,96,60,39,37,30,25,4315621,4300129,4255153,4238940,4113327,3912912,72,368663,4308771,4349904,65.59,65.63,187083,162161,126798,126798,9,10,17,17,4,3,694514,10,0,0,0,1 + 0 part,523,98.977,1.001,2.32,13.42,2.55,322864,4306250,157579,157579,122728,122728,10,10,18,18
SRX2527088.scaffold,143,56,37,37,32,29,4310301,4290324,4251572,4251572,4157908,4057658,65,393417,4297077,4349904,65.61,65.63,185698,185698,87756,87756,9,9,17,17,5,4,622725,10,0,5,0,0 + 0 part,0,98.727,1.001,59.16,13.09,3.28,393318,4295355,166322,166322,85781,82160,9,9,18,19
SRX2527089.scaffold,97,60,43,40,32,25,4307112,4290467,4254669,4235559,4099091,3809647,75,390743,4301897,4349904,65.58,65.63,185531,185531,98884,98884,9,9,17,17,6,4,640485,11,0,0,0,0 + 1 part,1128,98.792,1.001,0,15.66,2.75,390743,4298228,164292,164292,75895,70995,9,9,18,19
SRX2527090.scaffold,152,53,35,35,32,26,4324943,4300139,4261787,4261787,4214301,4000172,68,392720,4311326,4349904,65.61,65.63,184305,184305,117769,117769,9,9,16,16,2,2,301946,6,1,1,0,0 + 0 part,0,99.096,1,58.24,4.8,2.04,392720,4311013,184305,184305,98672,98672,9,9,17,17
SRX2527091.scaffold,151,54,37,37,34,29,4324849,4300664,4267999,4267999,4220442,4033161,69,392957,4311740,4349904,65.61,65.63,182631,172802,87708,87708,9,10,18,18,1,1,212071,5,1,2,0,0 + 0 part,0,99.119,1,56.36,4.75,2.11,392957,4311257,172802,172802,87708,87708,10,10,18,18
SRX2527092.scaffold,157,56,37,37,34,27,4326660,4301292,4263651,4263651,4215633,3953897,72,392667,4312899,4349904,65.62,65.63,184813,184813,98673,98673,9,9,17,17,1,1,117766,8,0,4,0,0 + 1 part,553,99.099,1,63.51,5.43,2.11,392667,4311657,184813,184813,87708,81723,9,9,17,18
SRX2527093.scaffold,143,57,37,36,33,27,4322586,4300300,4263235,4257941,4210144,3996584,69,292533,4309989,4349904,65.61,65.63,184872,184872,106219,106219,10,10,17,17,3,3,787006,11,1,2,0,0 + 0 part,0,99.055,1,63.18,14.09,3.46,281749,4308534,167203,167203,98738,87936,11,11,19,20
SRX2527094.scaffold,145,53,38,38,34,27,4327518,4304918,4276577,4276577,4205011,3942648,67,393005,4315130,4349904,65.62,65.63,182786,182786,87894,87818,10,10,17,18,1,1,183133,8,0,3,0,0 + 0 part,0,99.171,1,54.14,4.94,2.02,393005,4314565,172802,172802,87818,87818,10,10,18,18
SRX2527095.scaffold,146,56,38,38,34,29,4314079,4292305,4258604,4258604,4187281,4014270,68,294399,4301431,4349904,65.61,65.63,183077,183077,87916,87916,10,10,18,18,3,2,375916,9,1,3,0,0 + 1 part,594,98.829,1,65.93,13.1,3.44,294399,4299916,149447,149447,87816,82160,10,10,19,20
SRX2527096.scaffold,192,56,37,36,34,29,4325371,4295489,4258465,4249409,4213296,4042018,68,393423,4304615,4349904,65.62,65.63,185271,185271,98740,87816,9,9,17,18,2,1,193116,10,0,4,0,0 + 0 part,0,98.908,1.001,65.33,12.76,3.51,393324,4303217,172794,167030,87816,85615,9,10,18,19
SRX2527097.scaffold,173,51,36,36,33,27,4323493,4293934,4263495,4263495,4214477,4000098,67,392789,4305477,4349904,65.62,65.63,184814,184814,98673,98673,9,9,17,17,0,0,0,5,0,3,0,0 + 0 part,0,98.946,1,56.44,4.67,2.04,392782,4304959,184814,184814,98673,98673,9,9,17,17
SRX2527098.scaffold,92,56,38,35,30,26,4317699,4302586,4267734,4246131,4153576,3980663,69,391292,4312148,4349904,65.59,65.63,192926,192926,126798,114673,9,9,16,17,4,3,328132,11,0,1,0,2 + 1 part,2219,99.022,1.001,9.18,13.05,2.67,391175,4308535,182155,182155,114528,114528,9,9,17,17
SRX2527099.scaffold,151,55,37,36,33,27,4323571,4300583,4265904,4260601,4213039,3998910,69,294268,4310630,4349904,65.61,65.63,183789,183789,106296,106296,10,10,17,17,2,2,475158,7,1,2,0,0 + 0 part,0,99.101,1,56.26,5.36,1.97,294268,4310072,182630,182630,98673,87708,10,10,18,19
SRX2527100.scaffold,157,57,38,38,36,31,4314545,4289890,4253628,4253628,4217580,4064577,69,294394,4299019,4349904,65.61,65.63,166934,166934,85288,85288,10,10,19,19,3,2,218506,8,1,5,0,0 + 0 part,0,98.755,1.001,60.92,13.15,3.33,294394,4296389,149447,149447,85288,82299,10,10,19,20
SRX2527101.scaffold,156,55,37,37,34,27,4326902,4302510,4264942,4264942,4217380,3954853,71,392875,4314134,4349904,65.62,65.63,182631,182631,98673,87891,10,10,17,18,2,2,301369,4,0,5,0,0 + 0 part,0,99.162,1,56.51,4.8,2.02,392776,4313605,172802,172802,87816,81408,10,10,18,19
SRX2527102.scaffold,155,54,36,36,33,27,4324998,4298059,4259609,4259609,4212123,3997544,71,392464,4310528,4349904,65.61,65.63,184560,184560,98673,98673,9,9,17,17,1,1,290573,5,1,5,0,0 + 0 part,0,99.082,1,56.68,4.57,1.93,392463,4309900,184461,184461,98673,87649,9,9,17,18
SRX2527103.scaffold,148,56,37,37,33,26,4325854,4302055,4264784,4264784,4192691,3930328,70,294407,4312267,4349904,65.61,65.63,182584,172802,117768,117768,10,11,18,18,3,3,470893,8,1,2,0,0 + 1 part,553,99.097,1,60.27,5.17,1.95,294407,4311182,167150,167150,85760,85760,11,11,19,19
SRX2527104.scaffold,183,52,37,37,34,28,4323721,4293538,4263221,4263221,4214205,3999771,67,392511,4304805,4349904,65.62,65.63,184719,184719,98673,88034,9,9,17,18,0,0,0,6,0,4,0,0 + 0 part,0,98.933,1,58.77,4.53,2.16,392511,4304274,184620,184620,98673,88034,9,9,17,18
SRX2527105.scaffold,150,58,38,36,33,27,4348708,4314058,4278055,4263693,4204857,3978290,71,394162,4322960,4349904,65.58,65.63,167210,167210,98884,98884,10,10,18,18,4,3,335068,8,0,1,0,3 + 0 part,7185,99.071,1.001,18.04,13.53,2.62,394162,4313701,164972,164972,98884,87887,10,10,18,19
SRX2527106.scaffold,113,69,45,44,36,28,4299901,4278220,4232273,4223793,4078841,3742510,88,325790,4292664,4349904,65.54,65.63,162845,157551,75926,70966,10,11,20,21,5,4,513558,6,0,0,0,3 + 0 part,1531,98.577,1.001,2.26,14.13,2.57,325790,4288971,134452,134452,70966,64237,11,11,22,23
SRX2527107.scaffold,91,53,38,36,31,26,4321167,4303230,4276536,4261801,4158111,3970118,71,323590,4316369,4349904,65.6,65.63,193371,193371,110357,110357,9,9,16,16,3,2,225600,9,0,1,0,2 + 0 part,1070,99.12,1.001,9.15,13.71,2.67,323590,4313414,182247,182247,98885,98885,9,9,17,17
SRX2527108.scaffold,90,56,39,36,30,25,4311962,4297058,4262836,4241923,4129128,3925903,70,396776,4307066,4349904,65.59,65.63,165124,165124,132963,126798,9,9,16,17,5,4,396400,13,0,0,0,1 + 1 part,1655,98.932,1,0,14.06,2.6,396776,4304097,162283,162283,126798,126798,9,9,17,17
SRX2527109.scaffold,223,57,36,35,33,28,4321090,4273902,4233122,4224456,4188334,4017143,86,294556,4294197,4349904,65.61,65.63,184769,184769,106298,98740,10,10,17,18,3,1,171961,12,1,4,0,0 + 0 part,0,98.648,1.001,69.98,13.77,3.52,294556,4292550,184232,184232,98740,98740,10,10,18,18
SRX2527110.scaffold,100,61,42,39,32,28,4310055,4293451,4257199,4236011,4110590,3937767,75,398419,4304367,4349904,65.58,65.63,162253,157591,92350,92350,9,10,18,18,4,3,324976,11,0,0,0,0 + 0 part,0,98.891,1.001,0,13.74,2.58,398419,4302609,142944,142944,92350,77756,10,10,18,19
SRX2527111.scaffold,114,74,44,42,35,27,4310188,4293298,4238419,4224453,4102218,3783840,89,370956,4304050,4349904,65.57,65.63,162280,162280,75754,75754,10,10,19,19,4,3,385665,12,0,0,0,1 + 0 part,519,98.831,1.001,0,13.77,2.54,370956,4300931,138354,138354,74830,70974,10,10,20,21
SRX2527112.scaffold,107,65,44,41,34,28,4313353,4293833,4249590,4227885,4107826,3848571,80,371201,4305775,4349904,65.59,65.63,150858,150858,82086,82086,10,10,19,19,4,3,518696,10,0,0,0,0 + 1 part,1146,98.894,1.001,0,14.32,2.72,371201,4302890,138314,138314,76480,76480,11,11,20,20
SRX2527113.scaffold,156,54,38,37,34,29,4323396,4299528,4266810,4261507,4201371,4031360,67,294406,4309045,4349904,65.61,65.63,182221,182221,87705,87705,10,10,18,18,1,1,291369,6,1,3,0,0 + 0 part,0,99.065,1,58.97,5.52,2.07,294406,4308204,182221,182221,87705,87656,10,10,18,19
SRX2527114.scaffold,145,56,36,35,32,28,4314069,4292671,4255445,4250142,4190416,4063231,67,294456,4301181,4349904,65.61,65.63,184572,184572,98741,98741,10,10,17,17,4,3,666597,10,0,4,0,0 + 0 part,0,98.842,1,63.75,13.47,3.54,294356,4300027,166902,166902,85288,85288,10,10,19,19
SRX2527115.scaffold,102,56,38,37,31,24,4324801,4305945,4267329,4259556,4149158,3890309,69,371248,4315365,4349904,65.6,65.63,193374,193374,124742,124742,9,9,16,16,5,4,383249,9,0,0,0,3 + 0 part,1564,99.046,1.001,2.32,16.76,2.83,371248,4310686,166685,166685,98884,98884,9,9,17,17
SRX2527116.scaffold,149,54,38,37,35,28,4325035,4302401,4270954,4262025,4225903,3959998,68,393075,4312856,4349904,65.61,65.63,172802,172802,87891,87891,10,10,18,18,0,0,0,5,1,2,0,0 + 0 part,0,99.132,1,60.98,5.98,2.11,393075,4312555,172802,172802,87891,87891,10,10,18,18
SRX2527117.scaffold,520,80,54,52,41,29,4487238,4271597,4219295,4205430,4007812,3540469,246,295845,4365818,4349904,65,65.63,109062,109062,63087,63087,12,12,25,25,7,6,440039,7,0,0,0,145 + 0 part,79050,98.499,1.001,2.22,13.05,2.57,295845,4285602,106436,106436,62016,62016,13,13,26,26
SRX2527118.scaffold,148,57,36,36,33,27,4325212,4302454,4259492,4259492,4212006,3997877,71,294322,4312755,4349904,65.61,65.63,183923,183923,106296,106296,10,10,17,17,2,2,474499,7,0,4,0,0 + 0 part,0,99.122,1,56.41,4.52,1.95,294322,4312105,182630,182630,98672,87647,10,10,18,19
SRX2527119.scaffold,168,57,40,40,37,28,4324985,4298168,4264368,4264368,4217497,3892617,72,392206,4309559,4349904,65.61,65.63,154782,154782,85574,85574,10,10,19,19,0,0,0,9,1,3,0,0 + 1 part,761,99.043,1,54.3,4.46,2,392107,4308023,154626,154626,85574,85574,10,10,19,19
SRX2527120.scaffold,154,61,39,39,36,29,4316150,4293979,4252417,4252417,4204916,3958873,74,294628,4303326,4349904,65.61,65.63,182634,182634,87827,87827,10,10,19,19,3,3,389824,9,0,4,0,0 + 0 part,0,98.894,1,63.81,9.28,2.86,294529,4302549,154563,149397,87824,87824,10,11,20,20
SRX2527121.scaffold,162,53,36,36,33,27,4324904,4298049,4264608,4264608,4217338,4003386,69,392512,4310003,4349904,65.61,65.63,184713,184713,98673,98673,9,9,17,17,1,1,183133,5,1,2,0,0 + 1 part,761,99.07,1,54.25,4.57,2.02,392512,4308878,184713,184713,98673,87708,9,9,17,18
SRX2527122.scaffold,114,62,46,43,37,26,4326223,4301323,4271618,4250346,4136556,3678353,84,371351,4317351,4349904,65.57,65.63,162686,162686,72890,70979,10,10,19,20,1,1,511,11,0,0,0,1 + 0 part,545,99.169,1.001,4.56,4.94,1.3,371351,4315008,162686,162686,72890,70979,10,10,19,20
SRX2527123.scaffold,139,56,36,35,32,26,4323734,4302284,4264905,4259602,4212041,3997912,69,392423,4311385,4349904,65.61,65.63,184204,184204,117771,117771,9,9,16,16,3,3,426275,8,0,3,0,0 + 1 part,2165,99.039,1,51.65,4.29,1.9,392422,4308499,184204,184204,95979,86988,9,9,17,18
SRX2527124.scaffold,133,53,34,34,31,25,4324191,4303910,4268606,4268606,4220352,4006792,66,393577,4314212,4349904,65.62,65.63,185497,185497,123182,123182,9,9,15,15,3,3,679634,11,0,2,0,0 + 1 part,1107,99.129,1,63.51,14.29,3.53,393378,4312559,184487,182457,98738,98738,9,10,18,18
SRX2527125.scaffold,222,90,59,57,44,29,4339710,4280654,4222101,4211343,3973200,3337912,118,227655,4300091,4349904,65.48,65.63,107135,104105,54116,52344,13,14,27,28,15,13,274484,6,0,0,0,6 + 0 part,8344,98.515,1.001,6.84,13.35,2.43,227655,4288831,103967,98885,52344,52344,13,14,29,29
SRX2527126.scaffold,147,54,37,37,34,27,4324420,4299366,4262691,4262691,4215136,3971520,70,393045,4311595,4349904,65.61,65.63,182633,182633,98672,98672,9,9,17,17,1,1,290576,6,1,3,0,0 + 1 part,761,99.08,1,61.09,4.48,1.95,392946,4309881,182633,182633,87708,87708,9,9,18,18
SRX2527127.scaffold,120,68,47,45,36,27,4311923,4287441,4247329,4233590,4065669,3677919,91,396856,4304181,4349904,65.55,65.63,157579,157579,75780,75715,11,11,20,21,3,2,269089,9,0,0,0,6 + 0 part,3395,98.812,1.001,0,15.03,2.44,396856,4299414,142953,142953,74083,64237,11,11,21,22
SRX2527128.scaffold,192,56,37,37,33,28,4325555,4292791,4257030,4257030,4185588,4014310,70,296702,4303295,4349904,65.61,65.63,185200,185200,98741,87815,10,10,17,18,2,1,193116,7,0,6,0,1 + 1 part,3264,98.795,1.001,61.05,12.52,3.42,296702,4298497,166593,166593,87815,87815,10,10,18,18
SRX2527129.scaffold,116,61,45,43,34,28,4319924,4294558,4267443,4256274,4082697,3839544,77,325734,4306217,4349904,65.58,65.63,157565,157565,77783,77783,10,10,19,19,4,3,222222,8,0,0,0,2 + 0 part,1081,98.887,1.001,0,15.6,2.91,325734,4302438,142313,142313,76404,76404,10,10,20,20
SRX2527130.scaffold,117,69,46,44,36,29,4313004,4291262,4249959,4236429,4084325,3809212,87,326031,4304728,4349904,65.56,65.63,138059,138059,75872,70872,11,11,20,21,4,3,385192,10,0,1,0,1 + 0 part,514,98.842,1.001,6.97,14.19,2.6,326016,4301338,131791,131791,70872,67343,12,12,22,23
SRX2527131.scaffold,3531,647,35,35,33,29,6568980,5195393,4258030,4258030,4221905,4094721,1802,295909,6013827,4349904,56.25,65.63,123229,192722,1989,106218,15,9,132,17,2,1,192722,9,1,2,0,1735 + 2 part,1712802,98.79,1.001,84.32,14.01,3.68,295909,4298070,114520,167207,-,98741,16,10,-,18
SRX2527132.scaffold,102,61,41,39,32,27,4316142,4297234,4262412,4249161,4123465,3921985,78,371259,4309239,4349904,65.59,65.63,164124,164124,102038,98884,10,10,17,18,4,3,223638,8,0,1,0,4 + 1 part,3218,98.89,1.001,2.3,14.95,2.81,371259,4302673,157512,157512,98884,98884,10,10,18,18
SRX2527133.scaffold,156,57,39,38,35,28,4324427,4298501,4262514,4257211,4210340,3948031,74,294406,4310950,4349904,65.61,65.63,182369,172802,98673,87648,10,11,18,19,2,2,301371,8,0,2,0,0 + 1 part,761,99.081,1,49.8,4.64,1.93,294406,4309775,167173,167173,85081,81157,11,11,19,20
SRX2527134.scaffold,90,54,38,36,31,28,4321762,4306104,4275866,4262505,4169867,4057668,65,325933,4314413,4349904,65.6,65.63,160428,160428,123335,123335,10,10,18,18,3,2,325907,9,0,0,0,1 + 2 part,3231,99.054,1.001,4.61,13.83,2.81,325933,4310227,157582,157582,123335,123335,10,10,18,18
SRX2527135.scaffold,161,52,34,34,32,28,4319262,4292912,4259336,4259336,4223134,4095950,65,393370,4302551,4349904,65.61,65.63,185698,185698,106308,98740,9,9,16,17,2,1,192723,8,1,2,0,0 + 1 part,2398,98.839,1,63.06,12.54,3.56,393370,4299525,185045,185045,98740,98740,9,9,17,17
SRX2527136.scaffold,154,54,36,36,32,26,4325239,4300228,4263962,4263962,4199232,3985048,69,392454,4311304,4349904,65.61,65.63,183602,183602,106296,106296,9,9,16,16,2,2,474971,8,2,5,0,0 + 1 part,553,99.065,1,56.9,5.55,1.86,392354,4309956,182697,182697,98673,87708,9,9,17,18
SRX2527137.scaffold,142,54,36,35,32,27,4314482,4293183,4259761,4254458,4194423,4037167,66,393399,4302309,4349904,65.61,65.63,192722,192722,98741,98741,9,9,16,16,3,2,482914,10,1,1,0,0 + 0 part,0,98.862,1,69.89,13,3.53,393399,4301595,185707,185707,85782,85782,9,9,17,17
SRX2527138.scaffold,143,50,36,35,32,27,4326446,4302451,4273410,4268107,4208001,4038275,66,294407,4314121,4349904,65.62,65.63,184813,184813,115542,115542,10,10,17,17,1,1,290576,6,0,0,0,0 + 0 part,0,99.183,1,51.85,6.49,2.16,294407,4313625,184813,184813,115542,115542,10,10,17,17
SRX2527139.scaffold,146,55,35,34,31,26,4321692,4300065,4263330,4258036,4210316,4039307,68,393321,4310018,4349904,65.61,65.63,193681,193681,114996,106219,9,9,15,16,4,4,1012473,12,1,3,0,0 + 1 part,2209,98.985,1,60.93,14.05,3.37,393321,4306462,182915,182915,98738,85339,10,10,18,19
SRX2527140.scaffold,98,58,40,37,30,24,4320092,4303010,4268732,4245833,4111968,3858943,70,481596,4312162,4349904,65.59,65.63,205091,205091,101742,98884,8,8,15,16,3,2,195862,9,0,0,0,1 + 2 part,2298,98.989,1.001,6.89,13.47,2.58,481595,4307550,205091,205091,98884,98884,8,8,16,16
SRX2527141.scaffold,117,74,47,45,37,28,4296040,4274103,4225320,4211678,4071925,3690692,97,322811,4291296,4349904,65.53,65.63,137990,137990,75923,70971,11,11,21,22,3,2,290120,9,0,0,0,1 + 0 part,507,98.596,1,2.28,15.16,2.47,322811,4289519,134438,133846,70971,64237,11,12,22,23
SRX2527142.scaffold,106,66,44,41,33,26,4315283,4297090,4256672,4235335,4089267,3798583,82,371254,4309145,4349904,65.58,65.63,164366,164366,82228,82228,10,10,18,18,5,4,387086,10,0,0,0,2 + 1 part,2185,98.952,1.001,0,13.03,2.49,371254,4305358,157504,157504,75848,74830,10,10,19,20
SRX2527143.scaffold,106,69,46,43,37,29,4311436,4294944,4252719,4233385,4122911,3803063,83,295701,4305309,4349904,65.57,65.63,134450,134450,75940,72835,11,11,20,21,5,4,539980,12,0,0,0,1 + 1 part,1652,98.858,1.001,2.3,14.42,2.77,295692,4302081,131469,131469,72835,70948,11,11,21,22
SRX2527144.scaffold,149,57,36,35,33,27,4322530,4300424,4262160,4252603,4216486,4002805,69,393264,4309859,4349904,65.61,65.63,185497,185497,106219,98738,9,9,16,17,2,2,496360,9,1,1,0,0 + 0 part,0,99.067,1,58.96,13.88,3.62,393264,4308841,182527,182527,98738,87936,10,10,18,19
SRX2527145.scaffold,181,94,60,56,42,28,4315369,4274510,4204010,4177136,3924454,3352541,122,322922,4293876,4349904,65.46,65.63,111832,111832,55907,52024,12,12,26,27,8,7,200187,6,0,1,0,4 + 0 part,8496,98.417,1.001,6.78,13.01,2.38,322834,4283690,107032,107032,55176,52024,13,13,27,28
SRX2527146.scaffold,155,58,36,36,33,27,4323122,4301256,4255920,4255920,4208200,3994649,69,292533,4309552,4349904,65.61,65.63,184870,184870,106214,106214,10,10,17,17,3,3,787007,13,0,5,0,0 + 1 part,1071,99.024,1,61.51,13.98,3.39,281749,4306877,167106,167106,98738,84220,11,11,19,20
SRX2527147.scaffold,148,59,38,37,34,27,4314305,4293298,4255028,4249725,4202159,3955891,71,393249,4301764,4349904,65.61,65.63,184724,184724,98740,98740,9,9,17,17,4,4,679618,10,1,0,0,0 + 0 part,0,98.876,1,54.37,8.97,2.84,393249,4301243,152836,152836,87919,87919,10,10,19,19
SRX2527148.scaffold,149,57,37,36,33,28,4315611,4296140,4258331,4253028,4192813,4035638,65,294399,4301944,4349904,65.61,65.63,192722,192722,98741,98741,9,9,17,17,4,3,598967,11,0,4,0,0 + 0 part,0,98.848,1.001,68.39,12.7,3.37,294399,4300137,166891,166891,85288,82161,10,10,18,19
SRX2527149.scaffold,142,52,34,34,31,27,4316143,4292896,4259758,4259758,4212294,4067951,64,393359,4301924,4349904,65.61,65.63,185708,185708,106286,106286,9,9,16,16,4,3,433142,11,0,6,0,0 + 0 part,0,98.845,1.001,58.65,13.02,3.42,393260,4300345,166884,166884,98741,98741,9,9,17,17
SRX2527150.scaffold,148,53,36,36,33,27,4326014,4301628,4267514,4267514,4219943,4005759,68,296500,4313069,4349904,65.61,65.63,184619,184619,106296,106296,10,10,17,17,0,0,0,6,0,2,0,0 + 0 part,0,99.144,1,56.39,4.54,2.04,296500,4312756,184619,184619,106296,106296,10,10,17,17
SRX2527151.scaffold,152,54,37,37,34,28,4326332,4300821,4264532,4264532,4216973,4002789,70,392562,4312288,4349904,65.61,65.63,172801,172801,98661,98661,10,10,18,18,1,1,117772,7,0,3,0,0 + 0 part,0,99.127,1,54.47,4.55,1.99,392463,4311928,172801,172801,87708,87708,10,10,18,18
SRX2527152.scaffold,124,70,47,46,38,29,4310154,4284371,4240439,4230950,4086567,3706697,94,323593,4301745,4349904,65.56,65.63,138025,138025,70973,70973,11,11,22,22,3,2,269197,10,0,0,0,1 + 0 part,501,98.769,1.001,2.3,14.08,2.42,323593,4298954,134458,131918,70973,64237,11,12,22,23
SRX2527153.scaffold,140,53,35,35,32,27,4325071,4305199,4271365,4271365,4224414,4037133,65,392511,4313580,4349904,65.61,65.63,185478,185478,106297,98673,9,9,16,17,0,0,0,8,0,3,0,0 + 0 part,0,99.134,1,56.66,5.68,1.95,392510,4312494,185478,185478,106297,98673,9,9,16,17
SRX2527154.scaffold,163,54,36,35,32,27,4320576,4295492,4261359,4251692,4201163,4029972,66,393307,4304584,4349904,65.62,65.63,185698,185698,106220,106220,9,9,17,17,2,1,192722,13,0,5,0,0 + 1 part,2295,98.827,1.001,68.49,12.84,3.47,393307,4300627,184357,184357,106220,106220,9,9,17,17
SRX2527155.scaffold,94,57,40,38,31,26,4316941,4301680,4270092,4256907,4130496,3931822,68,505743,4310186,4349904,65.58,65.63,164152,164152,126798,126798,10,10,17,17,4,3,355498,9,0,0,0,1 + 0 part,501,99.002,1.001,2.25,15.12,2.69,505743,4306924,162146,162146,126798,98884,10,10,17,18
SRX2527156.scaffold,195,56,36,35,33,28,4326231,4294263,4256398,4247732,4211607,4040415,69,393423,4303542,4349904,65.61,65.63,185255,185255,98740,98740,9,9,17,17,2,1,192722,8,1,7,0,1 + 0 part,877,98.833,1.001,61.34,12.86,3.37,393324,4300478,177242,177242,98740,87815,9,9,17,18
SRX2527157.scaffold,138,58,36,36,32,26,4322773,4302197,4258886,4258886,4186713,3973153,70,292533,4311482,4349904,65.61,65.63,184969,184969,123182,98738,10,10,16,17,4,4,970290,11,0,3,0,0 + 0 part,0,99.076,1,56.64,13.64,3.43,281749,4310039,166791,166791,87933,82812,11,11,19,20
SRX2527158.scaffold,221,100,69,65,47,29,4310472,4252182,4183162,4157803,3836568,3135887,135,223953,4277733,4349904,65.42,65.63,91263,91263,48314,47634,14,14,31,32,11,10,271470,3,0,0,0,3 + 0 part,6692,98.033,1.002,11.34,12.97,2.37,223953,4267807,83314,83314,48308,47634,15,15,32,33
SRX2527159.scaffold,130,57,37,37,34,27,4323255,4305192,4269025,4269025,4220764,3977082,66,296355,4312291,4349904,65.62,65.63,185497,182663,106219,106219,9,10,17,17,2,2,496359,10,0,1,0,0 + 1 part,1107,99.096,1,58.34,14.24,3.69,296355,4310790,167174,167174,98738,98738,10,10,19,19
SRX2527160.scaffold,174,57,38,37,34,28,4324032,4295075,4258882,4249922,4189148,3990355,70,294399,4304680,4349904,65.61,65.63,184414,184414,98740,98740,10,10,18,18,2,1,193172,12,0,1,0,0 + 0 part,0,98.879,1.001,58.31,12.97,3.44,294399,4303732,167010,167010,98740,87815,10,10,18,19
SRX2527161.scaffold,110,65,43,40,31,27,4305923,4288053,4249606,4230185,4061021,3888155,77,371136,4296710,4349904,65.56,65.63,157576,157576,98884,98884,10,10,18,18,3,2,322347,9,0,0,0,2 + 0 part,1050,98.724,1,2.26,15.42,2.65,371136,4294761,142297,142297,98884,75829,10,10,18,19
SRX2527162.scaffold,163,56,39,39,36,29,4325253,4298270,4264489,4264489,4217378,3948932,74,392525,4311495,4349904,65.61,65.63,172802,172802,87708,81632,10,10,18,19,0,0,0,7,0,4,0,0 + 0 part,0,99.082,1,52.37,4.43,1.88,392525,4310410,172802,172802,87708,81632,10,10,18,19
SRX2527163.scaffold,122,76,50,48,39,28,4293490,4272409,4219825,4206179,4041686,3598463,93,256664,4285469,4349904,65.52,65.63,157535,157535,70970,64237,11,11,22,23,4,3,403997,8,0,0,0,0 + 0 part,0,98.467,1.001,0,14.87,2.57,256664,4284483,130206,130206,64237,62956,12,12,24,25
