Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	Largest alignment	Total aligned length	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75
SRX2527102.scaffold	162	57	42	40	37	30	4325200	4299997	4268654	4258205	4204280	3938357	72	294407	4311147	4349904	65.61	65.63	166921	166921	87649	87649	11	11	20	20	2	2	233815	6	0	2	0	0 + 0 part	0	99.136	1.000	47.60	4.52	2.02	294407	4310766	166685	166685	81408	74996	11	11	20	21
SRX2527103.scaffold	153	57	41	40	36	28	4324311	4299965	4266730	4261427	4190842	3876973	73	294407	4311683	4349904	65.61	65.63	167276	167276	96482	85742	11	11	19	20	2	2	164813	5	1	2	0	0 + 0 part	0	99.110	1.000	57.17	4.99	2.11	294407	4311376	167276	167276	82171	82171	11	11	20	20
SRX2527104.scaffold	172	58	40	40	37	29	4317687	4289277	4252917	4252917	4206023	3895851	73	294363	4300544	4349904	65.61	65.63	182631	167150	87645	81575	10	11	19	20	0	0	0	6	0	2	0	0 + 0 part	0	98.865	1.000	49.55	5.60	2.09	294363	4300163	182631	166995	87645	81575	10	11	19	20
SRX2527105.scaffold	145	60	39	37	32	27	4345490	4312540	4274709	4260347	4166646	3976722	74	394182	4322290	4349904	65.58	65.63	165046	165046	107877	98884	9	9	17	18	5	4	357081	9	0	2	0	3 + 0 part	7185	99.074	1.001	11.41	13.69	2.62	394182	4313817	163167	163167	98884	98884	10	10	18	18
SRX2527106.scaffold	116	74	49	47	39	27	4295425	4275585	4227608	4213889	4068986	3583882	94	293370	4290346	4349904	65.53	65.63	158147	147507	70914	64237	11	12	21	22	7	6	411750	6	0	0	0	1 + 0 part	501	98.512	1.001	2.26	13.40	2.45	293370	4287158	134445	134445	64237	62919	12	12	23	24
SRX2527107.scaffold	95	56	41	39	32	28	4319271	4300908	4273208	4259236	4125981	3971168	73	323590	4313632	4349904	65.59	65.63	193371	167452	98885	78575	9	10	17	18	3	2	271946	9	0	2	0	0 + 0 part	0	99.064	1.001	9.06	13.76	2.48	323590	4311046	163223	163223	77894	76450	10	10	18	19
SRX2527108.scaffold	91	59	39	36	29	25	4311254	4296886	4255291	4234383	4097828	3923988	73	396720	4307083	4349904	65.59	65.63	192192	192192	126798	126798	9	9	16	16	5	4	519836	14	0	0	0	1 + 1 part	1655	98.931	1.000	2.30	13.73	2.65	396720	4304060	162038	162038	110185	110185	9	9	17	17
SRX2527109.scaffold	234	57	37	37	33	28	4313230	4269451	4233329	4233329	4168277	3997356	75	393363	4282344	4349904	65.62	65.63	185707	185707	98741	98741	9	9	17	17	4	2	366548	11	1	5	0	0 + 1 part	953	98.401	1.000	59.15	12.69	3.46	393264	4280065	167425	167425	87816	87816	9	9	18	18
SRX2527110.scaffold	102	62	43	40	33	27	4308306	4290880	4254263	4233075	4107700	3882287	77	398517	4302732	4349904	65.58	65.63	190909	190909	98884	92350	9	9	17	18	6	5	414801	12	0	0	0	0 + 0 part	0	98.834	1.001	2.28	14.00	2.47	398517	4301018	138069	138069	76328	76328	10	10	19	19
SRX2527111.scaffold	118	77	45	44	37	27	4307271	4290698	4229351	4220834	4100472	3687724	92	370956	4300962	4349904	65.56	65.63	157570	157570	75750	70974	10	10	20	21	5	4	312419	12	0	0	0	1 + 0 part	519	98.759	1.001	0.00	15.08	2.68	370956	4298046	134189	134189	70974	64237	11	11	21	22
SRX2527112.scaffold	103	64	44	40	34	28	4309612	4291468	4254352	4227069	4117617	3858362	80	371201	4303983	4349904	65.58	65.63	157584	157584	82086	82086	10	10	19	19	5	4	524422	10	0	0	0	0 + 1 part	1146	98.872	1.000	0.00	14.04	2.72	371201	4301719	142953	138300	76407	76407	10	11	20	20
SRX2527113.scaffold	161	56	40	40	35	29	4322465	4297657	4261353	4261353	4172599	3934848	70	294382	4308123	4349904	65.61	65.63	182221	167195	87647	87647	10	11	19	19	1	1	194065	8	1	3	0	0 + 0 part	0	99.046	1.000	47.75	4.94	1.88	294382	4307516	167134	167134	87647	82168	11	11	19	20
SRX2527114.scaffold	151	60	40	39	35	27	4313490	4291963	4254841	4249538	4178602	3880776	71	294456	4300142	4349904	65.61	65.63	184488	184488	82159	82159	10	10	18	18	5	4	713151	9	0	4	0	0 + 0 part	0	98.807	1.000	57.02	13.24	3.33	294357	4297551	164898	149203	74974	74974	10	11	20	20
SRX2527115.scaffold	106	59	39	38	31	25	4320055	4299374	4262607	4255929	4122437	3905221	76	371248	4311802	4349904	65.59	65.63	204991	204991	103125	103125	9	9	16	16	6	5	707256	11	0	0	0	1 + 0 part	502	99.012	1.001	2.30	16.55	2.86	371248	4309594	163726	163726	76512	76512	9	9	18	18
SRX2527116.scaffold	156	57	39	39	36	29	4322094	4297392	4262271	4262271	4202249	3936245	73	294464	4308915	4349904	65.60	65.63	172802	172802	87816	87816	11	11	19	19	2	2	304520	6	1	3	0	0 + 0 part	0	99.066	1.000	50.18	5.69	2.09	294367	4308356	166927	166927	81408	75652	11	11	20	21
SRX2527117.scaffold	334	83	59	57	45	29	4387782	4267963	4219407	4205542	3986887	3412150	149	295943	4308360	4349904	65.35	65.63	98885	98885	58903	58713	12	12	26	27	6	5	362659	9	0	0	0	44 + 0 part	24390	98.417	1.001	2.30	13.29	2.52	295943	4282490	89397	89397	55176	55176	13	13	28	28
SRX2527118.scaffold	149	55	37	37	34	29	4322608	4299292	4262598	4262598	4209760	4039748	70	296293	4310441	4349904	65.60	65.63	182482	182482	98672	98672	10	10	18	18	1	1	183923	4	1	4	0	0 + 1 part	2062	99.037	1.000	42.90	5.99	2.04	296293	4307691	167790	167790	98672	87712	10	10	18	19
SRX2527119.scaffold	164	61	43	42	38	28	4323878	4296538	4259590	4254287	4196937	3828536	78	392206	4308966	4349904	65.60	65.63	167294	167294	81351	79112	10	10	19	20	2	2	120602	8	0	2	0	0 + 1 part	761	99.040	1.000	47.90	5.52	2.21	392206	4307548	167294	167294	74996	74996	10	10	20	20
SRX2527120.scaffold	152	60	39	39	35	27	4315357	4293017	4254265	4254265	4183302	3895182	74	392851	4303157	4349904	65.61	65.63	184630	184630	87824	82300	9	9	17	18	3	3	389649	7	0	6	0	0 + 0 part	0	98.897	1.000	59.47	10.32	3.05	392851	4302252	182634	166445	82300	82300	9	10	19	19
SRX2527121.scaffold	152	53	36	36	33	26	4322374	4295997	4261958	4261958	4215754	3951337	70	392603	4308446	4349904	65.60	65.63	184713	184713	106304	98673	9	9	16	17	2	2	476358	8	1	2	0	0 + 1 part	761	99.029	1.000	54.36	8.87	2.30	392603	4307059	182631	182631	87646	87646	10	10	18	18
SRX2527122.scaffold	116	67	49	46	40	28	4321120	4296605	4263769	4244433	4132924	3626555	91	256837	4313813	4349904	65.57	65.63	142298	142298	67124	67124	12	12	22	22	2	2	196926	12	0	0	0	1 + 0 part	545	99.086	1.001	0.00	6.26	1.32	256837	4311876	138082	138082	64492	64492	12	12	23	23
SRX2527123.scaffold	150	62	40	38	35	28	4322226	4299846	4253892	4241346	4187615	3924906	76	294325	4309885	4349904	65.61	65.63	172800	167083	98673	98673	10	11	19	19	1	1	117675	8	0	2	0	0 + 0 part	0	99.070	1.000	42.79	4.18	2.04	294325	4308377	172800	167083	86988	86988	10	11	19	19
SRX2527124.scaffold	139	58	38	38	35	26	4322593	4301912	4265029	4265029	4217057	3898150	71	393477	4312214	4349904	65.62	65.63	185497	185497	98738	98738	9	9	17	17	3	3	679634	9	0	0	0	0 + 1 part	1048	99.106	1.000	49.67	14.94	3.55	393477	4310427	166916	166916	82812	81408	10	10	19	20
SRX2527125.scaffold	205	89	57	55	43	29	4329717	4276656	4216383	4205625	3991791	3403804	121	227655	4298504	4349904	65.47	65.63	107108	107108	58678	54116	13	13	26	27	10	9	321436	11	0	0	0	6 + 0 part	8343	98.482	1.001	4.82	13.33	2.38	227655	4287018	107108	107108	55176	54116	13	13	27	28
SRX2527126.scaffold	152	58	40	40	37	28	4322993	4299052	4259903	4259903	4212644	3897457	73	294347	4310433	4349904	65.61	65.63	167091	167091	87708	87708	10	10	19	19	1	1	294114	6	1	2	0	0 + 1 part	761	99.053	1.000	54.29	8.52	2.14	294347	4308687	154498	154498	87708	87650	11	11	19	20
SRX2527127.scaffold	117	72	49	46	36	28	4305902	4284324	4241132	4222217	4043991	3688553	92	323488	4299204	4349904	65.54	65.63	138022	138022	75716	70965	11	11	21	22	4	3	310435	10	0	0	0	3 + 0 part	1797	98.733	1.001	2.30	15.53	2.58	323488	4296092	133629	132595	70965	64237	11	12	22	23
SRX2527128.scaffold	180	61	43	41	36	28	4318440	4288685	4252734	4240301	4148301	3867686	74	294299	4298659	4349904	65.61	65.63	167359	167359	87815	87815	10	10	19	19	4	3	665991	8	0	1	0	0 + 1 part	643	98.749	1.001	47.55	12.97	3.42	294299	4294700	131388	129463	81408	69003	11	12	21	22
SRX2527129.scaffold	120	65	47	45	36	29	4317277	4291531	4261477	4250430	4080180	3804537	82	371231	4304112	4349904	65.58	65.63	142313	142313	70989	70989	10	10	20	20	3	2	220725	8	0	0	0	1 + 1 part	1154	98.861	1.001	0.00	15.67	2.98	371143	4301609	138123	138123	64237	64237	10	10	21	21
SRX2527130.scaffold	120	72	47	45	38	30	4309806	4288450	4241058	4227075	4098233	3766998	92	325411	4302631	4349904	65.56	65.63	137667	137667	67343	67343	11	11	22	22	4	3	288039	13	0	1	0	1 + 0 part	514	98.838	1.001	7.18	13.91	2.65	325411	4300799	133978	133978	65052	65052	12	12	23	23
SRX2527131.scaffold	3722	532	43	41	36	28	6449831	4981923	4257983	4245341	4155788	3848339	1713	294299	5803433	4349904	57.07	65.63	114616	185698	2335	81351	15	10	75	19	5	4	307533	8	1	2	0	1638 + 1 part	1503569	98.719	1.001	75.82	13.53	3.42	294299	4294740	98741	166618	-	75805	16	10	-	20
SRX2527132.scaffold	105	61	40	38	32	27	4312549	4292340	4255118	4241867	4131623	3932755	81	371250	4306511	4349904	65.59	65.63	166755	164075	102024	98884	9	10	17	18	4	3	351470	11	0	1	0	2 + 1 part	2185	98.824	1.001	6.92	14.75	2.65	371250	4301116	157512	157512	98884	98884	10	10	18	18
SRX2527133.scaffold	163	59	43	42	37	28	4321473	4294512	4261981	4256678	4166102	3830349	76	294306	4307270	4349904	65.60	65.63	167272	167272	82296	81351	11	11	19	20	2	2	300902	8	1	5	0	0 + 1 part	761	98.960	1.000	49.40	5.60	2.14	294306	4304225	165621	165621	69003	69003	11	11	21	21
SRX2527134.scaffold	92	58	39	37	33	28	4318484	4304711	4266159	4253253	4175065	3967483	66	325849	4311186	4349904	65.59	65.63	157582	157582	98884	98884	10	10	18	18	3	2	367480	10	0	1	0	0 + 1 part	671	99.034	1.001	2.30	13.23	2.65	325849	4309033	148441	148441	98884	76299	10	10	18	19
SRX2527135.scaffold	155	59	41	39	34	27	4313835	4289500	4254773	4243438	4151192	3899593	73	393007	4300231	4349904	65.61	65.63	185698	185698	87815	82234	9	9	17	18	3	2	482915	7	1	2	0	0 + 0 part	0	98.814	1.000	43.00	12.91	3.44	393007	4296667	165699	165699	81408	81408	10	10	19	19
SRX2527136.scaffold	157	55	37	37	35	28	4325700	4299444	4262112	4262112	4225998	3959939	71	294463	4310811	4349904	65.61	65.63	183133	183133	87708	87708	10	10	18	18	2	2	474502	5	1	3	0	0 + 1 part	1317	99.061	1.000	50.64	4.62	2.09	294463	4309099	182687	166531	87649	81409	10	11	19	20
SRX2527137.scaffold	140	55	36	35	33	26	4312498	4291497	4251254	4243521	4204847	3952358	68	393342	4301201	4349904	65.61	65.63	192722	192722	106276	98741	9	9	16	17	5	4	738889	9	1	4	0	0 + 1 part	1096	98.805	1.001	63.47	13.56	3.44	393243	4297840	185707	185707	98741	85163	9	9	17	18
SRX2527138.scaffold	135	49	35	34	32	26	4325138	4303077	4274744	4269441	4228788	4010496	64	392844	4313899	4349904	65.61	65.63	185496	185496	115542	115542	9	9	16	16	2	2	396448	6	0	1	0	0 + 0 part	0	99.181	1.000	49.63	6.75	2.32	392844	4313602	185496	185496	98672	98672	9	9	17	17
SRX2527139.scaffold	152	60	39	37	32	27	4320590	4298735	4259607	4246269	4157054	3970336	73	292533	4308688	4349904	65.61	65.63	185497	185497	98738	98738	10	10	17	17	4	4	981603	13	1	4	0	0 + 1 part	2201	98.971	1.000	56.51	14.19	3.39	281674	4304646	164762	164762	82812	82812	11	11	20	20
SRX2527140.scaffold	98	60	40	37	30	23	4316688	4299861	4263369	4240550	4106630	3826527	74	481539	4310108	4349904	65.58	65.63	205091	205091	101742	101742	8	8	15	15	4	3	384234	9	0	0	0	1 + 1 part	1628	98.947	1.001	4.64	14.31	2.58	481538	4305481	205091	205091	98884	76329	8	8	16	17
SRX2527141.scaffold	126	79	51	49	39	29	4290977	4269547	4219195	4205556	4036112	3617129	100	323069	4284808	4349904	65.51	65.63	133711	133711	70897	70897	12	12	23	23	5	4	356866	7	0	0	0	0 + 0 part	0	98.459	1.000	4.64	15.29	2.50	323069	4283683	131468	131468	64237	62986	12	12	24	25
SRX2527142.scaffold	109	66	44	41	33	26	4312543	4294054	4254372	4233399	4088203	3797567	81	371299	4305287	4349904	65.57	65.63	164352	164352	81803	81803	10	10	18	18	3	2	383844	11	0	0	0	1 + 1 part	1634	98.883	1.001	4.51	13.07	2.53	371299	4302346	157543	157543	75846	74830	10	10	19	20
SRX2527143.scaffold	99	68	44	41	34	25	4306193	4291903	4246972	4227723	4101849	3732106	82	322623	4302429	4349904	65.56	65.63	167232	167232	84238	84238	10	10	18	18	4	3	431478	13	0	1	0	0 + 0 part	0	98.848	1.001	4.63	14.35	2.67	322623	4301278	161861	161861	75841	72648	10	10	19	20
SRX2527144.scaffold	146	59	38	38	35	27	4320384	4298496	4258748	4258748	4210848	3922004	71	296259	4307931	4349904	65.60	65.63	182730	182730	106219	98738	10	10	17	18	2	2	496360	10	1	3	0	0 + 1 part	1591	98.997	1.000	56.62	14.30	3.55	296259	4305349	167228	167228	98738	98738	11	11	19	19
SRX2527145.scaffold	191	100	64	60	46	28	4312108	4268939	4194642	4169532	3918935	3207013	130	227655	4290087	4349904	65.45	65.63	101135	101135	48761	48311	14	14	29	30	8	7	217696	7	0	0	0	4 + 0 part	8496	98.302	1.001	2.24	12.86	2.25	227655	4279741	101135	101135	48761	48311	14	14	30	31
SRX2527146.scaffold	153	58	39	37	33	26	4320993	4299669	4262662	4249324	4177865	3913158	69	393477	4307965	4349904	65.61	65.63	185497	185497	98738	85344	9	9	16	17	4	4	833695	11	1	2	0	0 + 1 part	1071	99.012	1.000	57.08	14.09	3.41	393377	4305733	182095	182095	82812	82156	10	10	19	20
SRX2527147.scaffold	147	63	42	41	38	29	4312713	4291896	4253985	4245941	4198392	3874183	75	294628	4300362	4349904	65.61	65.63	182581	149568	87816	87816	10	11	20	20	2	2	264059	9	1	1	0	0 + 0 part	0	98.860	1.000	51.88	9.70	2.81	294628	4299865	144755	144755	87816	87816	11	11	21	21
SRX2527148.scaffold	153	60	41	41	35	27	4314174	4294308	4258863	4258863	4154124	3854234	69	393372	4301102	4349904	65.61	65.63	192722	192722	81308	81308	9	9	18	18	4	3	355437	8	0	4	0	0 + 0 part	0	98.807	1.001	47.57	12.75	3.14	393273	4298296	185698	185698	81308	69003	9	9	18	19
SRX2527149.scaffold	160	60	40	39	35	29	4314877	4291549	4254487	4247549	4181586	3959182	71	294438	4299695	4349904	65.61	65.63	149447	149447	98741	98741	11	11	19	19	5	4	321258	12	0	5	0	0 + 1 part	1107	98.768	1.001	57.00	16.06	3.37	294438	4296483	145037	145037	85782	85782	11	11	20	20
SRX2527150.scaffold	143	52	36	36	34	28	4323932	4299407	4266974	4266974	4230854	4012267	69	294427	4312003	4349904	65.61	65.63	183789	182631	106296	106296	10	11	18	18	1	1	183789	5	1	2	0	0 + 1 part	2062	99.051	1.000	58.60	5.66	2.00	294427	4309412	182631	172802	106296	98661	10	11	18	19
SRX2527151.scaffold	149	54	38	38	35	29	4323551	4298118	4266157	4266157	4215412	4001228	70	392409	4309585	4349904	65.61	65.63	172801	172801	98661	98661	10	10	18	18	1	1	117772	6	0	2	0	0 + 1 part	1850	99.034	1.000	45.16	4.92	2.18	392382	4307276	172801	172801	87647	84955	10	10	18	19
SRX2527152.scaffold	117	71	47	46	38	29	4306532	4285596	4242095	4232606	4088223	3708632	90	323401	4299238	4349904	65.55	65.63	136784	136784	75763	70972	11	11	21	22	3	2	269083	11	0	0	0	1 + 0 part	501	98.722	1.001	2.30	14.00	2.45	323401	4296417	134456	131918	70972	64237	11	12	22	23
SRX2527153.scaffold	148	54	37	37	33	27	4322360	4300296	4265417	4265417	4196351	3977719	68	392468	4310369	4349904	65.61	65.63	182587	182587	98927	98927	9	9	17	17	1	1	179798	9	1	4	0	0 + 0 part	0	99.059	1.000	56.45	7.15	2.07	392467	4308749	182587	182587	98927	87708	9	9	17	18
SRX2527154.scaffold	154	59	40	38	35	28	4315347	4290770	4253526	4239842	4185996	3941342	72	294399	4300621	4349904	65.61	65.63	172801	172801	98741	98741	10	10	18	18	3	2	310108	9	0	2	0	0 + 0 part	0	98.827	1.000	45.90	13.03	3.37	294399	4298309	166651	166651	81308	75591	10	10	19	20
SRX2527155.scaffold	100	60	42	40	33	27	4314535	4297165	4264930	4252107	4125256	3896498	73	505737	4307491	4349904	65.58	65.63	163973	163973	96336	96336	10	10	18	18	4	3	195581	13	0	2	0	0 + 1 part	1149	98.873	1.001	4.83	14.46	2.58	505737	4303362	157513	157513	96336	76407	10	10	18	19
SRX2527156.scaffold	174	59	40	39	37	30	4321061	4291285	4254239	4248936	4212876	3959698	72	294299	4300933	4349904	65.60	65.63	167265	167265	87814	87814	10	10	19	19	3	2	482914	7	0	1	0	1 + 0 part	877	98.827	1.000	47.18	13.03	3.37	294299	4298415	149347	149347	81408	75796	11	11	20	21
SRX2527157.scaffold	144	63	41	40	35	28	4321578	4301597	4261465	4253421	4163513	3921087	75	292433	4310882	4349904	65.62	65.63	183283	183283	81463	81463	10	10	18	18	3	3	679543	9	0	1	0	0 + 0 part	0	99.074	1.000	40.71	13.99	3.53	281749	4309123	163776	163776	81463	68999	11	11	20	21
SRX2527158.scaffold	213	98	67	65	46	28	4304914	4250380	4176544	4164883	3836007	3150484	132	227655	4274352	4349904	65.41	65.63	98885	92568	48409	47634	13	14	30	31	7	6	440673	5	0	0	0	3 + 0 part	6692	97.982	1.001	4.45	12.95	2.21	227655	4265546	92568	83318	47634	45317	14	15	32	33
SRX2527159.scaffold	157	65	44	44	39	30	4321652	4299922	4261581	4261581	4179030	3858921	75	292532	4307824	4349904	65.61	65.63	149452	149452	68999	68999	11	11	20	20	3	3	546518	10	0	0	0	0 + 0 part	0	98.990	1.000	45.22	15.75	3.65	242249	4305600	135712	135712	68999	68999	12	12	22	22
SRX2527160.scaffold	170	63	43	43	37	28	4316781	4293195	4256540	4256540	4154445	3807571	74	353027	4301439	4349904	65.61	65.63	167196	167196	81408	75805	10	10	19	20	4	3	371293	10	0	2	0	0 + 1 part	589	98.823	1.000	49.24	13.70	3.30	353027	4298688	131505	131505	75805	69003	10	10	20	21
SRX2527161.scaffold	109	70	47	45	36	27	4303358	4287475	4249255	4235230	4065628	3680689	80	371136	4295334	4349904	65.56	65.63	157576	157576	72948	72111	10	10	20	21	5	4	379376	9	0	0	0	1 + 0 part	525	98.673	1.001	4.59	15.61	2.61	371136	4294006	142297	138167	70655	64237	10	11	21	22
SRX2527162.scaffold	174	66	49	48	42	32	4321437	4292270	4255792	4250648	4148598	3784669	86	294268	4306962	4349904	65.60	65.63	136836	136836	65024	64348	12	12	23	24	3	3	176227	4	0	4	0	0 + 1 part	1600	98.948	1.000	43.35	4.67	2.02	294268	4303105	135590	135590	65024	64348	12	12	23	24
SRX2527163.scaffold	114	76	50	48	38	28	4289860	4271226	4219192	4205546	4023662	3622948	94	256664	4284663	4349904	65.52	65.63	157535	137949	70971	64237	11	12	22	23	4	3	404396	12	0	1	0	0 + 0 part	0	98.424	1.001	2.31	14.86	2.57	256664	4283368	130206	130206	64237	64237	12	12	24	24
SRX2527164.scaffold	149	59	40	39	35	28	4312302	4290513	4256384	4248340	4183724	3937266	72	392853	4299809	4349904	65.60	65.63	182690	167885	98740	98740	9	10	18	18	2	2	264134	8	0	1	0	0 + 0 part	0	98.846	1.000	41.09	9.33	2.93	392853	4298494	133596	133596	88122	88122	10	10	19	19
SRX2527165.scaffold	101	68	46	43	34	27	4305425	4290961	4252668	4232794	4064934	3771485	80	394436	4300282	4349904	65.57	65.63	157547	157547	76267	76267	10	10	19	19	7	6	450477	15	0	0	0	0 + 0 part	0	98.771	1.001	2.33	15.62	2.61	394436	4299198	142297	142297	74083	74083	10	10	20	20
SRX2527166.scaffold	164	62	43	42	35	28	4324245	4298496	4261328	4256025	4131560	3857526	78	294331	4309889	4349904	65.61	65.63	167201	167201	82269	82269	10	10	19	19	1	1	290576	8	0	2	0	0 + 0 part	0	99.077	1.000	40.93	4.43	1.93	294331	4308244	165213	165213	81408	81408	11	11	20	20
SRX2527167.scaffold	187	64	42	42	37	29	4317456	4290522	4247531	4247531	4157250	3874630	74	294609	4297753	4349904	65.60	65.63	167141	167141	82161	81408	10	10	19	20	3	2	482818	8	1	3	0	0 + 0 part	0	98.766	1.000	49.63	13.10	3.54	294341	4295429	143504	143504	69003	69003	11	11	21	21
SRX2527168.scaffold	157	60	39	39	36	28	4315319	4290329	4250700	4250700	4203439	3908713	75	294628	4301263	4349904	65.61	65.63	182634	182634	88038	88038	10	10	19	19	4	4	682714	9	0	1	0	0 + 0 part	0	98.868	1.000	45.20	12.97	3.05	294628	4300767	149468	149468	87817	87817	11	11	21	21
SRX2527169.scaffold	153	57	39	38	36	29	4324539	4301081	4264422	4255112	4219064	3953579	71	294333	4311208	4349904	65.61	65.63	154365	154365	98660	98660	11	11	19	19	1	1	294333	6	0	4	0	0 + 1 part	685	99.098	1.000	54.39	5.71	2.11	240359	4310036	154365	154365	87648	87648	11	11	20	20
SRX2527170.scaffold	109	71	45	44	35	27	4298547	4281169	4228975	4220462	4052872	3715922	87	371171	4292685	4349904	65.54	65.63	157531	157531	75724	75724	10	10	20	20	6	5	417847	9	0	0	0	2 + 0 part	1035	98.630	1.000	2.31	14.26	2.61	371171	4290568	138015	138015	70841	70841	10	10	21	21
SRX2527171.scaffold	156	62	38	37	34	28	4321742	4300556	4255964	4247920	4199272	3985721	72	293392	4308470	4349904	65.61	65.63	182724	182724	106219	98738	10	10	17	18	3	3	789752	10	0	1	0	0 + 2 part	2178	98.974	1.000	49.39	22.02	4.41	240763	4305567	167095	167095	84220	84220	11	11	20	20
SRX2527172.scaffold	150	58	38	38	35	30	4314240	4292124	4251999	4251999	4191874	4014147	70	295909	4300880	4349904	65.61	65.63	167118	167118	87828	82159	10	10	18	19	3	2	349707	10	0	3	0	0 + 0 part	0	98.849	1.000	47.46	13.12	3.30	295909	4299658	149347	149347	82159	81214	10	10	19	20
SRX2527173.scaffold	99	66	41	40	31	25	4302014	4285885	4234958	4226440	4055932	3806322	81	371172	4297361	4349904	65.56	65.63	192367	186187	98884	98884	9	10	17	17	4	3	571474	10	0	0	0	0 + 0 part	0	98.747	1.000	2.30	13.60	2.63	371172	4296362	157592	157592	75822	75822	10	10	19	19
SRX2527174.scaffold	90	58	40	37	31	26	4310647	4296674	4261250	4241337	4130731	3930200	72	505273	4306740	4349904	65.59	65.63	164283	164283	126805	126805	10	10	17	17	3	2	220715	12	0	0	0	1 + 0 part	512	98.900	1.001	2.32	14.32	2.72	505273	4304115	157560	157560	126805	98884	10	10	17	18
SRX2527175.scaffold	158	58	40	40	36	29	4325622	4300055	4263881	4263881	4199263	3934941	74	296293	4311725	4349904	65.61	65.63	154468	154468	98672	87649	11	11	19	20	0	0	0	8	0	1	0	0 + 0 part	0	99.123	1.000	49.91	5.73	1.92	296293	4311370	154468	154468	98672	87649	11	11	19	20
SRX2527176.scaffold	155	57	38	37	33	26	4325266	4301915	4265714	4260411	4195115	3932353	72	392945	4312680	4349904	65.61	65.63	183602	183602	98673	98673	9	9	17	17	2	2	474082	8	0	4	0	0 + 0 part	0	99.118	1.000	49.71	4.52	2.02	392846	4311016	167078	167078	87646	87646	10	10	18	18
SRX2527177.scaffold	153	62	40	38	34	26	4322704	4301344	4261608	4248270	4182683	3894166	75	393477	4311165	4349904	65.61	65.63	185497	185497	98737	98737	9	9	17	17	3	3	787007	10	0	3	0	0 + 0 part	0	99.076	1.000	54.23	13.88	3.50	393378	4308721	166984	166984	82812	81563	10	10	19	20
SRX2527178.scaffold	98	67	45	42	35	28	4305734	4290439	4250014	4228624	4103225	3810570	83	371158	4302309	4349904	65.57	65.63	157661	145184	84009	84009	10	11	20	20	6	5	643801	12	0	1	0	0 + 1 part	1131	98.811	1.001	2.30	14.19	2.77	371158	4299795	134450	134450	76316	70979	11	11	21	22
SRX2527179.scaffold	183	93	59	58	44	29	4313486	4270841	4204511	4198998	3949300	3362474	122	323009	4290660	4349904	65.46	65.63	108792	101539	52413	52024	12	13	27	28	7	6	262139	6	0	0	0	3 + 0 part	7255	98.326	1.001	9.25	13.07	2.22	322954	4281270	98885	98885	52413	52024	13	13	28	29
SRX2527180.scaffold	154	56	40	39	34	27	4325026	4302952	4271661	4266271	4177576	3915693	69	294332	4312280	4349904	65.61	65.63	182631	182631	87894	87894	10	10	18	18	0	0	0	4	0	1	0	0 + 0 part	0	99.132	1.000	43.48	4.75	2.06	294332	4311022	182631	182631	87894	87894	10	10	18	18
SRX2527181.scaffold	158	61	43	42	38	29	4312672	4290662	4256844	4251541	4187011	3844917	72	294398	4298842	4349904	65.61	65.63	143645	143645	81214	81214	11	11	20	20	3	2	310095	9	1	3	0	0 + 0 part	0	98.803	1.000	40.64	12.94	3.33	294398	4296576	141920	141920	69003	67961	11	11	21	22
SRX2527182.scaffold	113	67	43	40	33	27	4312233	4292341	4243825	4224772	4098848	3853553	82	371373	4303134	4349904	65.58	65.63	162270	162270	98884	98884	10	10	18	18	8	7	808149	10	0	0	0	0 + 1 part	1127	98.825	1.001	2.32	14.00	2.72	371364	4299948	136812	136812	70963	70963	10	10	20	20
SRX2527183.scaffold	98	62	42	41	32	27	4313377	4296313	4258659	4253015	4098625	3875609	78	371261	4308829	4349904	65.59	65.63	157596	157596	98884	98884	10	10	18	18	4	3	197273	9	0	1	0	0 + 0 part	0	98.968	1.001	4.62	14.75	2.51	371261	4306371	142296	142296	98884	75078	10	10	18	19
SRX2527184.scaffold	98	59	40	38	32	27	4320123	4303376	4266082	4251907	4135855	3968484	72	371274	4313883	4349904	65.60	65.63	157584	157584	102373	102373	10	10	18	18	7	6	582906	12	0	0	0	0 + 1 part	1149	99.056	1.001	0.00	13.69	2.44	371274	4310981	157584	157584	98884	98884	10	10	18	18
SRX2527185.scaffold	184	63	43	43	40	31	4318624	4289542	4249714	4249714	4196834	3884238	77	294298	4300006	4349904	65.61	65.63	172801	167096	68027	64891	10	11	20	21	2	1	192722	8	0	3	0	0 + 2 part	4715	98.691	1.001	42.98	13.09	3.17	294298	4292701	149347	149347	64891	64093	11	11	21	22
